"shipmentid","shipdate","shipmode"
861,"2016-12-01","Same Day"
862,"2014-09-30","Standard Class"
863,"2016-09-10","Second Class"
864,"2015-08-12","Standard Class"
865,"2017-12-10","Second Class"
866,"2014-01-16","Second Class"
867,"2017-06-19","First Class"
868,"2015-08-14","Standard Class"
869,"2016-12-14","Standard Class"
870,"2014-03-05","Standard Class"
871,"2015-07-31","Same Day"
872,"2017-11-16","Same Day"
873,"2017-06-18","Second Class"
874,"2015-12-27","Standard Class"
875,"2016-05-31","First Class"
876,"2015-08-30","Standard Class"
877,"2014-05-14","Second Class"
878,"2016-08-01","Same Day"
879,"2015-04-07","Standard Class"
880,"2017-12-08","First Class"
881,"2014-10-05","First Class"
882,"2014-06-11","Second Class"
883,"2015-11-14","First Class"
884,"2016-02-04","Second Class"
885,"2014-12-27","Standard Class"
886,"2016-09-13","Standard Class"
887,"2014-02-06","Second Class"
888,"2017-02-28","Second Class"
889,"2017-03-02","Same Day"
890,"2016-09-26","Second Class"
891,"2016-08-31","First Class"
892,"2014-01-15","First Class"
893,"2016-10-20","Standard Class"
894,"2017-11-14","Second Class"
895,"2017-10-11","First Class"
896,"2017-08-13","Same Day"
897,"2015-09-18","Standard Class"
898,"2016-04-27","First Class"
899,"2016-11-21","Second Class"
900,"2017-01-13","Standard Class"
901,"2017-03-27","Standard Class"
902,"2017-09-08","First Class"
903,"2015-02-04","First Class"
904,"2017-10-30","Same Day"
905,"2016-05-23","First Class"
906,"2016-12-28","Standard Class"
907,"2016-07-04","Same Day"
908,"2016-04-17","Second Class"
909,"2017-11-05","Standard Class"
910,"2016-09-22","Standard Class"
911,"2017-06-18","First Class"
912,"2017-10-19","Second Class"
913,"2017-09-25","Second Class"
914,"2017-10-04","Standard Class"
915,"2017-07-19","Standard Class"
916,"2017-09-29","Standard Class"
917,"2017-11-01","First Class"
918,"2016-10-19","Standard Class"
919,"2016-10-29","First Class"
920,"2014-12-03","Second Class"
921,"2014-12-13","Standard Class"
922,"2014-09-04","Standard Class"
923,"2017-03-21","Second Class"
924,"2017-01-11","First Class"
925,"2014-06-13","Second Class"
926,"2014-03-24","Standard Class"
927,"2016-12-20","First Class"
928,"2014-06-25","Standard Class"
929,"2016-09-03","Standard Class"
930,"2014-10-28","First Class"
931,"2014-06-11","Standard Class"
932,"2017-12-25","First Class"
933,"2017-06-06","Standard Class"
934,"2014-12-12","Same Day"
935,"2016-09-19","Same Day"
936,"2015-12-21","Second Class"
937,"2017-09-26","First Class"
938,"2014-06-09","First Class"
939,"2015-12-29","Second Class"
940,"2016-08-06","Second Class"
941,"2016-07-27","Second Class"
942,"2014-12-05","Standard Class"
943,"2016-01-07","Standard Class"
944,"2016-05-13","Second Class"
945,"2017-02-14","Standard Class"
946,"2015-09-07","Standard Class"
947,"2015-11-18","Standard Class"
948,"2017-06-05","Second Class"
949,"2017-05-18","First Class"
950,"2015-09-08","Standard Class"
951,"2015-03-19","Standard Class"
952,"2017-09-29","Same Day"
953,"2017-04-02","First Class"
954,"2015-06-17","First Class"
955,"2017-03-20","First Class"
956,"2014-11-24","Second Class"
957,"2015-11-09","Same Day"
958,"2014-02-27","Standard Class"
959,"2014-03-06","Second Class"
960,"2015-09-04","Standard Class"
961,"2014-03-31","First Class"
962,"2016-11-13","First Class"
963,"2016-07-08","Same Day"
964,"2016-05-11","Standard Class"
965,"2014-02-10","Second Class"
966,"2017-03-28","First Class"
967,"2017-12-27","Standard Class"
968,"2014-09-28","Second Class"
969,"2016-06-18","First Class"
970,"2016-09-03","First Class"
971,"2017-11-15","First Class"
972,"2016-04-06","Second Class"
973,"2017-06-29","Standard Class"
974,"2014-05-01","Second Class"
975,"2017-04-07","Standard Class"
976,"2014-11-26","Same Day"
977,"2017-12-20","First Class"
978,"2015-02-24","Standard Class"
979,"2017-08-27","Standard Class"
980,"2016-05-08","First Class"
981,"2014-07-13","Standard Class"
982,"2017-06-15","Standard Class"
983,"2014-03-17","First Class"
984,"2015-11-13","Standard Class"
985,"2015-03-24","First Class"
986,"2015-01-15","Second Class"
987,"2014-08-29","Same Day"
988,"2016-06-29","Standard Class"
989,"2014-09-08","Standard Class"
990,"2017-10-05","Standard Class"
991,"2016-02-15","First Class"
992,"2015-09-10","Standard Class"
993,"2016-04-21","Standard Class"
994,"2016-03-16","Second Class"
995,"2015-10-01","Standard Class"
996,"2017-12-24","Standard Class"
997,"2017-11-01","Standard Class"
998,"2016-12-12","Second Class"
999,"2014-08-09","Second Class"
1000,"2017-04-17","Second Class"
1001,"2016-04-18","Second Class"
1002,"2016-03-05","Standard Class"
1003,"2016-11-26","Second Class"
1004,"2015-05-28","First Class"
1005,"2017-04-26","First Class"
1006,"2014-02-12","Standard Class"
1007,"2015-11-26","Standard Class"
1008,"2017-01-25","First Class"
1009,"2017-07-24","Second Class"
1010,"2016-12-15","Second Class"
1011,"2014-06-21","Standard Class"
1012,"2016-02-10","Standard Class"
1013,"2016-10-12","First Class"
1014,"2016-05-19","Standard Class"
1015,"2017-12-04","First Class"
1016,"2015-11-03","Second Class"
1017,"2016-10-23","First Class"
1018,"2014-08-10","Second Class"
1019,"2017-11-29","First Class"
1020,"2016-09-30","First Class"
1021,"2017-07-09","Standard Class"
1022,"2016-11-30","First Class"
1023,"2017-12-21","Same Day"
1024,"2017-04-18","First Class"
1025,"2015-07-31","First Class"
1026,"2015-09-18","Second Class"
1027,"2016-09-04","First Class"
1028,"2015-06-09","Standard Class"
1029,"2014-03-14","Standard Class"
1030,"2016-12-30","First Class"
1031,"2017-09-21","Standard Class"
1032,"2015-12-27","First Class"
1033,"2017-03-07","Standard Class"
1034,"2016-09-27","First Class"
1035,"2016-09-04","Same Day"
1036,"2017-10-14","Standard Class"
1037,"2017-12-11","Standard Class"
1038,"2017-03-16","Same Day"
1039,"2015-04-20","First Class"
1040,"2015-11-17","Standard Class"
1041,"2014-12-10","First Class"
1042,"2016-06-01","Standard Class"
1043,"2014-01-07","Standard Class"
1044,"2015-06-25","Second Class"
1045,"2015-07-13","First Class"
1046,"2015-07-15","Second Class"
1047,"2014-03-17","Same Day"
1048,"2014-09-25","Standard Class"
1049,"2016-03-23","Standard Class"
1050,"2016-12-24","Standard Class"
1051,"2017-12-24","First Class"
1052,"2014-06-07","Second Class"
1053,"2016-03-11","First Class"
1054,"2016-10-06","Second Class"
1055,"2016-05-29","Standard Class"
1056,"2017-11-06","Standard Class"
1057,"2017-11-18","Same Day"
1058,"2015-10-15","Same Day"
1059,"2016-03-12","Standard Class"
1060,"2016-04-14","Standard Class"
1061,"2017-05-22","Standard Class"
1062,"2015-09-22","Same Day"
1063,"2016-06-10","First Class"
1064,"2016-04-14","Second Class"
1065,"2016-09-08","Standard Class"
1066,"2017-04-27","Second Class"
1067,"2017-06-22","Standard Class"
1068,"2016-10-04","Standard Class"
1069,"2017-11-24","Same Day"
1070,"2016-10-04","Same Day"
1071,"2017-03-03","Standard Class"
1072,"2017-10-22","Second Class"
1073,"2015-05-15","Standard Class"
1074,"2017-06-28","Standard Class"
1075,"2015-05-01","First Class"
1076,"2016-07-03","Second Class"
1077,"2017-02-22","Standard Class"
1078,"2015-04-04","Standard Class"
1079,"2014-10-25","Second Class"
1080,"2017-05-10","First Class"
1081,"2017-03-05","Same Day"
1082,"2017-04-29","First Class"
1083,"2017-11-02","Standard Class"
1084,"2016-09-13","First Class"
1085,"2016-12-11","Same Day"
1086,"2015-05-17","Standard Class"
1087,"2014-09-21","Second Class"
1088,"2017-05-31","Second Class"
1089,"2017-10-29","First Class"
1090,"2017-10-25","Standard Class"
1091,"2016-08-03","Second Class"
1092,"2016-10-18","Standard Class"
1093,"2015-08-23","First Class"
1094,"2018-01-01","Second Class"
1095,"2016-12-12","Same Day"
1096,"2017-01-18","Second Class"
1097,"2015-06-18","Standard Class"
1098,"2017-09-04","Second Class"
1099,"2015-09-24","Same Day"
1100,"2014-12-22","First Class"
1101,"2014-05-04","Second Class"
1102,"2016-07-25","Same Day"
1103,"2014-05-23","Standard Class"
1104,"2014-05-31","Standard Class"
1105,"2017-06-12","First Class"
1106,"2017-05-19","Standard Class"
1107,"2016-10-24","First Class"
1108,"2016-03-10","Standard Class"
1109,"2017-05-16","Standard Class"
1110,"2017-02-07","Standard Class"
1111,"2017-06-10","Second Class"
1112,"2014-05-07","First Class"
1113,"2015-07-04","First Class"
1114,"2016-05-14","Same Day"
1115,"2014-11-20","Standard Class"
1116,"2017-05-08","First Class"
1117,"2016-01-13","Second Class"
1118,"2017-11-30","Standard Class"
1119,"2017-02-07","Second Class"
1120,"2014-12-20","Standard Class"
1121,"2014-12-10","Second Class"
1122,"2015-06-15","Standard Class"
1123,"2015-07-26","Same Day"
1124,"2014-09-26","Same Day"
1125,"2016-10-24","Same Day"
1126,"2016-08-10","Second Class"
1127,"2015-05-10","First Class"
1128,"2015-11-04","Second Class"
1129,"2015-06-04","Standard Class"
1130,"2014-12-11","Standard Class"
1131,"2015-08-01","First Class"
1132,"2017-11-23","Second Class"
1133,"2014-01-12","Standard Class"
1134,"2014-04-16","Standard Class"
1135,"2015-08-03","Second Class"
1136,"2015-12-11","Standard Class"
1137,"2017-11-19","Same Day"
1138,"2014-12-28","Standard Class"
1139,"2014-12-15","Standard Class"
1140,"2015-11-23","Second Class"
1141,"2016-07-07","Second Class"
1142,"2017-09-18","First Class"
1143,"2016-04-10","Standard Class"
1144,"2017-12-09","First Class"
1145,"2017-10-21","Standard Class"
1146,"2017-12-04","Same Day"
1147,"2014-11-29","Second Class"
1148,"2016-01-09","Standard Class"
1149,"2016-02-18","Standard Class"
1150,"2014-03-07","Second Class"
1151,"2016-07-11","Standard Class"
1152,"2014-08-27","Second Class"
1153,"2016-12-25","First Class"
1154,"2015-10-17","Standard Class"
1155,"2017-07-26","First Class"
1156,"2017-02-20","Standard Class"
1157,"2015-12-26","Second Class"
1158,"2016-10-21","Standard Class"
1159,"2014-11-16","Second Class"
1160,"2017-09-15","First Class"
1161,"2014-03-11","Second Class"
1162,"2016-11-05","First Class"
1163,"2017-10-06","Same Day"
1164,"2015-09-24","Standard Class"
1165,"2016-01-28","Second Class"
1166,"2015-09-30","Second Class"
1167,"2017-03-27","First Class"
1168,"2014-03-16","Second Class"
1169,"2014-01-17","First Class"
1170,"2017-03-12","Standard Class"
1171,"2016-04-02","Standard Class"
1172,"2017-04-19","First Class"
1173,"2017-06-03","Same Day"
1174,"2014-11-15","Second Class"
1175,"2017-02-17","Standard Class"
1176,"2017-12-12","Second Class"
1177,"2017-08-26","Standard Class"
1178,"2016-09-08","Same Day"
1179,"2017-05-29","Second Class"
1180,"2017-07-13","Second Class"
1181,"2014-05-04","Standard Class"
1182,"2016-08-28","First Class"
1183,"2015-12-02","Standard Class"
1184,"2017-11-13","First Class"
1185,"2015-06-11","Standard Class"
1186,"2015-05-11","Standard Class"
1187,"2015-11-30","First Class"
1188,"2017-09-28","First Class"
1189,"2014-06-05","Standard Class"
1190,"2014-11-30","Standard Class"
1191,"2016-11-15","Same Day"
1192,"2016-05-19","Second Class"
1193,"2016-03-13","First Class"
1194,"2015-03-10","Same Day"
1195,"2014-06-23","Standard Class"
1196,"2016-09-11","First Class"
1197,"2014-05-16","Standard Class"
1198,"2014-04-01","Standard Class"
1199,"2017-07-04","Standard Class"
1200,"2014-09-10","Standard Class"
1201,"2015-12-22","Standard Class"
1202,"2016-07-03","First Class"
1203,"2015-03-20","Second Class"
1204,"2017-05-04","Second Class"
1205,"2014-06-21","Same Day"
1206,"2016-03-26","Second Class"
1207,"2017-01-09","Second Class"
1208,"2015-09-08","Second Class"
1209,"2017-07-17","Second Class"
1210,"2014-02-08","Second Class"
1211,"2014-10-31","First Class"
1212,"2015-11-05","Standard Class"
1213,"2017-08-27","First Class"
1214,"2016-07-17","First Class"
1215,"2017-09-12","Same Day"
1216,"2017-04-21","Standard Class"
1217,"2017-02-27","Standard Class"
1218,"2016-07-23","Standard Class"
1219,"2017-08-12","Standard Class"
1220,"2015-12-10","Second Class"
1221,"2017-05-21","Standard Class"
1222,"2015-12-27","Second Class"
1223,"2017-08-19","First Class"
1224,"2016-12-30","Same Day"
1225,"2017-11-14","First Class"
1226,"2016-10-17","Standard Class"
1227,"2015-12-04","Standard Class"
1228,"2014-07-06","Second Class"
1229,"2017-09-02","Same Day"
1230,"2016-08-19","Standard Class"
1231,"2017-04-17","Standard Class"
1232,"2016-09-04","Standard Class"
1233,"2016-01-21","Standard Class"
1234,"2016-05-26","Standard Class"
1235,"2015-07-13","Standard Class"
1236,"2016-01-07","Second Class"
1237,"2016-11-21","Same Day"
1238,"2015-09-21","First Class"
1239,"2017-09-16","Standard Class"
1240,"2016-07-20","Second Class"
1241,"2014-08-30","Second Class"
1242,"2016-04-11","First Class"
1243,"2015-09-22","Second Class"
1244,"2014-07-10","First Class"
1245,"2014-08-17","First Class"
1246,"2014-11-27","Standard Class"
1247,"2014-12-30","Standard Class"
1248,"2014-07-02","First Class"
1249,"2015-11-29","First Class"
1250,"2015-01-04","Second Class"
1251,"2014-05-22","Second Class"
1252,"2016-02-04","Standard Class"
1253,"2017-04-22","Standard Class"
1254,"2017-04-14","Standard Class"
1255,"2015-09-26","Second Class"
1256,"2015-09-12","First Class"
1257,"2015-01-04","Standard Class"
1258,"2014-08-07","Second Class"
1259,"2015-03-26","First Class"
1260,"2016-08-29","Second Class"
1261,"2016-09-15","Standard Class"
1262,"2014-07-29","Second Class"
1263,"2017-01-27","First Class"
1264,"2015-10-14","First Class"
1265,"2017-08-23","First Class"
1266,"2016-10-14","Standard Class"
1267,"2015-07-26","Second Class"
1268,"2016-12-03","Second Class"
1269,"2017-05-31","First Class"
1270,"2015-03-04","Standard Class"
1271,"2015-05-31","Standard Class"
1272,"2015-07-10","Second Class"
1273,"2016-06-17","First Class"
1274,"2015-12-30","First Class"
1275,"2017-05-06","First Class"
1276,"2017-10-06","Second Class"
1277,"2015-09-28","Standard Class"
1278,"2014-12-01","Standard Class"
1279,"2016-03-25","Standard Class"
1280,"2017-05-19","Same Day"
1281,"2016-07-29","Standard Class"
1282,"2017-01-31","Second Class"
1283,"2016-12-03","Standard Class"
1284,"2016-05-16","Standard Class"
1285,"2017-08-08","Standard Class"
1286,"2017-08-02","First Class"
1287,"2017-09-14","Same Day"
1288,"2015-09-28","Second Class"
1289,"2016-05-09","Standard Class"
1290,"2017-08-20","Same Day"
1291,"2015-10-04","Second Class"
1292,"2017-02-11","Standard Class"
1293,"2017-03-15","Second Class"
1294,"2014-02-18","Standard Class"
1295,"2015-10-01","First Class"
1296,"2016-10-01","Second Class"
1297,"2015-10-22","Standard Class"
1298,"2015-12-15","Standard Class"
1299,"2017-04-04","First Class"
1300,"2015-07-20","Standard Class"
1301,"2016-12-10","Same Day"
1302,"2016-02-07","Same Day"
1303,"2016-08-14","Second Class"
1304,"2016-08-05","Second Class"
1305,"2017-03-24","Standard Class"
1306,"2017-03-10","Standard Class"
1307,"2015-11-09","First Class"
1308,"2015-12-24","First Class"
1309,"2016-11-05","Standard Class"
1310,"2017-11-19","Standard Class"
1311,"2016-06-29","Second Class"
1312,"2014-03-09","Standard Class"
1313,"2017-12-28","First Class"
1314,"2016-11-16","Second Class"
1315,"2017-07-14","Second Class"
1316,"2015-02-13","Standard Class"
1317,"2017-01-06","Standard Class"
1318,"2017-12-25","Standard Class"
1319,"2016-11-17","First Class"
1320,"2015-03-09","Standard Class"
1321,"2017-11-30","Same Day"
1322,"2014-09-07","Standard Class"
1323,"2015-11-08","First Class"
1324,"2016-12-05","Standard Class"
1325,"2016-05-24","Standard Class"
1326,"2014-10-04","Standard Class"
1327,"2016-12-31","Standard Class"
1328,"2016-07-31","Standard Class"
1329,"2016-08-14","Standard Class"
1330,"2017-11-27","Standard Class"
1331,"2014-03-31","Second Class"
1332,"2015-09-02","Standard Class"
1333,"2015-06-23","First Class"
1334,"2017-07-17","Standard Class"
1335,"2017-08-30","First Class"
1336,"2015-11-11","Standard Class"
1337,"2017-11-12","Same Day"
1338,"2017-11-03","Standard Class"
1339,"2017-05-15","Second Class"
1340,"2015-11-21","First Class"
1341,"2015-02-13","Second Class"
1342,"2017-07-10","First Class"
1343,"2014-11-16","Standard Class"
1344,"2015-11-08","Same Day"
1345,"2017-05-05","Standard Class"
1346,"2015-12-06","First Class"
1347,"2017-06-20","First Class"
1348,"2015-03-07","Second Class"
1349,"2017-06-13","Standard Class"
1350,"2016-01-20","Standard Class"
1351,"2017-02-08","Standard Class"
1352,"2014-09-23","Second Class"
1353,"2017-09-01","Standard Class"
1354,"2014-12-03","Standard Class"
1355,"2015-10-09","Standard Class"
1356,"2014-12-20","Second Class"
1357,"2014-10-26","Standard Class"
1358,"2014-05-05","First Class"
1359,"2017-02-25","Second Class"
1360,"2016-09-16","Standard Class"
1361,"2016-07-11","Same Day"
1362,"2014-10-08","Second Class"
1363,"2015-04-24","Standard Class"
1364,"2017-12-26","Standard Class"
1365,"2014-11-07","Second Class"
1366,"2016-08-20","Standard Class"
1367,"2017-12-10","First Class"
1368,"2016-07-26","First Class"
1369,"2015-02-27","Standard Class"
1370,"2017-02-28","Standard Class"
1371,"2014-02-04","Standard Class"
1372,"2014-03-26","First Class"
1373,"2014-10-16","Standard Class"
1374,"2016-01-01","Standard Class"
1375,"2017-08-13","First Class"
1376,"2015-08-09","Second Class"
1377,"2015-05-07","Standard Class"
1378,"2016-10-31","First Class"
1379,"2016-11-04","Same Day"
1380,"2014-03-14","Second Class"
1381,"2015-08-26","Second Class"
1382,"2016-01-23","Second Class"
1383,"2015-09-01","Standard Class"
1384,"2015-12-03","Standard Class"
1385,"2016-10-05","Standard Class"
1386,"2015-09-15","Standard Class"
1387,"2014-03-21","Standard Class"
1388,"2014-07-22","First Class"
1389,"2017-05-20","Same Day"
1390,"2016-12-08","Second Class"
1391,"2017-03-28","Standard Class"
1392,"2015-09-23","Second Class"
1393,"2014-11-15","First Class"
1394,"2015-09-17","Second Class"
1395,"2017-04-01","Standard Class"
1396,"2017-03-26","First Class"
1397,"2017-03-23","Second Class"
1398,"2017-09-03","Second Class"
1399,"2016-07-25","Standard Class"
1400,"2015-12-18","Standard Class"
1401,"2014-05-23","Second Class"
1402,"2014-04-05","Standard Class"
1403,"2016-04-21","Same Day"
1404,"2017-11-11","Second Class"
1405,"2017-09-22","Standard Class"
1406,"2017-12-08","Standard Class"
1407,"2017-06-21","Standard Class"
1408,"2015-09-05","Standard Class"
1409,"2017-07-01","Standard Class"
1410,"2014-05-26","Standard Class"
1411,"2014-04-18","Standard Class"
1412,"2017-08-22","Second Class"
1413,"2015-05-09","Second Class"
1414,"2017-12-06","First Class"
1415,"2017-03-15","Standard Class"
1416,"2015-12-08","Second Class"
1417,"2016-03-17","Standard Class"
1418,"2016-03-22","Same Day"
1419,"2017-06-07","Standard Class"
1420,"2016-12-02","Standard Class"
1421,"2015-04-20","Standard Class"
1422,"2015-03-06","Standard Class"
1423,"2017-09-24","First Class"
1424,"2014-08-26","First Class"
1425,"2016-09-24","Second Class"
1426,"2017-09-27","First Class"
1427,"2017-05-17","Standard Class"
1428,"2017-07-09","Second Class"
1429,"2015-06-28","Standard Class"
1430,"2017-07-23","Standard Class"
1431,"2014-07-03","Second Class"
1432,"2015-03-13","Standard Class"
1433,"2015-04-18","First Class"
1434,"2016-04-23","Standard Class"
1435,"2015-05-01","Standard Class"
1436,"2017-07-04","Second Class"
1437,"2014-11-17","Second Class"
1438,"2016-04-24","First Class"
1439,"2015-06-07","Standard Class"
1440,"2016-08-13","Standard Class"
1441,"2014-04-07","First Class"
1442,"2015-12-16","Second Class"
1443,"2015-02-01","Standard Class"
1444,"2015-07-05","Standard Class"
1445,"2014-11-02","Standard Class"
1446,"2014-11-24","Same Day"
1447,"2016-01-27","Standard Class"
1448,"2014-11-26","Second Class"
1449,"2016-09-18","Standard Class"
1450,"2015-05-17","First Class"
1451,"2016-09-08","First Class"
1452,"2014-06-28","Standard Class"
1453,"2016-09-01","Second Class"
1454,"2016-08-11","Standard Class"
1455,"2015-10-12","Second Class"
1456,"2014-06-27","Standard Class"
1457,"2017-08-15","Second Class"
1458,"2017-08-05","Second Class"
1459,"2016-12-10","Standard Class"
1460,"2017-03-08","Standard Class"
1461,"2017-08-19","Standard Class"
1462,"2016-01-02","Second Class"
1463,"2017-09-12","Standard Class"
1464,"2016-03-22","Second Class"
1465,"2016-03-16","First Class"
1466,"2017-09-09","First Class"
1467,"2015-02-24","Second Class"
1468,"2015-01-29","Second Class"
1469,"2015-03-25","First Class"
1470,"2015-04-29","Standard Class"
1471,"2015-09-29","Standard Class"
1472,"2014-06-12","Standard Class"
1473,"2017-04-15","First Class"
1474,"2014-04-04","Standard Class"
1475,"2016-03-31","Standard Class"
1476,"2014-12-16","First Class"
1477,"2014-01-23","Second Class"
1478,"2016-09-05","Standard Class"
1479,"2014-12-01","First Class"
1480,"2017-12-17","Standard Class"
1481,"2014-05-10","First Class"
1482,"2016-03-28","Standard Class"
1483,"2016-06-11","Standard Class"
1484,"2014-12-17","Second Class"
1485,"2015-11-07","Standard Class"
1486,"2015-06-24","Standard Class"
1487,"2014-06-15","Second Class"
1488,"2016-05-14","Standard Class"
1489,"2014-07-23","First Class"
1490,"2015-09-05","First Class"
1491,"2015-09-24","First Class"
1492,"2014-10-09","First Class"
1493,"2016-07-07","Standard Class"
1494,"2015-10-06","Standard Class"
1495,"2016-06-09","Standard Class"
1496,"2015-10-24","Standard Class"
1497,"2017-09-30","Standard Class"
1498,"2016-06-06","First Class"
1499,"2015-12-11","Same Day"
1500,"2015-04-28","Second Class"
1501,"2017-05-11","Standard Class"
1502,"2017-11-25","Standard Class"
1503,"2016-09-01","Standard Class"
1504,"2017-08-31","Standard Class"
1505,"2016-06-28","Standard Class"
1506,"2016-03-25","First Class"
1507,"2015-09-23","Standard Class"
1508,"2014-11-25","First Class"
1509,"2015-07-10","Same Day"
1510,"2016-12-21","Second Class"
1511,"2015-10-08","Standard Class"
1512,"2015-03-20","First Class"
1513,"2016-02-03","Standard Class"
1514,"2016-10-28","Second Class"
1515,"2016-08-04","Second Class"
1516,"2015-11-25","Second Class"
1517,"2014-01-14","First Class"
1518,"2016-04-11","Standard Class"
1519,"2016-12-18","Standard Class"
1520,"2017-07-06","Standard Class"
1521,"2016-06-14","Second Class"
1522,"2017-12-14","Same Day"
1523,"2016-04-17","Standard Class"
1524,"2015-01-10","Standard Class"
1525,"2017-04-16","Standard Class"
1526,"2017-01-25","Second Class"
1527,"2017-08-03","First Class"
1528,"2015-07-12","First Class"
1529,"2017-04-20","Standard Class"
1530,"2017-11-07","Second Class"
1531,"2014-12-14","Standard Class"
1532,"2016-05-02","Standard Class"
1533,"2016-09-25","Standard Class"
1534,"2016-12-16","Second Class"
1535,"2014-10-28","Standard Class"
1536,"2014-09-19","Standard Class"
1537,"2016-08-29","Standard Class"
1538,"2016-12-07","Standard Class"
1539,"2017-11-05","Second Class"
1540,"2017-05-09","Second Class"
1541,"2014-02-06","Standard Class"
1542,"2015-05-23","Standard Class"
1543,"2014-02-21","Standard Class"
1544,"2016-03-19","Second Class"
1545,"2017-08-12","Same Day"
1546,"2015-04-14","First Class"
1547,"2015-08-31","Standard Class"
1548,"2017-11-10","Second Class"
1549,"2014-10-06","Standard Class"
1550,"2016-11-15","First Class"
1551,"2017-08-18","Second Class"
1552,"2016-11-15","Second Class"
1553,"2015-02-16","Standard Class"
1554,"2014-06-07","Standard Class"
1555,"2014-11-08","Second Class"
1556,"2017-11-26","Standard Class"
1557,"2016-11-13","Standard Class"
1558,"2016-01-15","Standard Class"
1559,"2015-06-09","Second Class"
1560,"2015-11-12","Standard Class"
1561,"2015-03-30","Second Class"
1562,"2016-01-31","First Class"
1563,"2014-07-11","Standard Class"
1564,"2016-10-02","Standard Class"
1565,"2016-12-19","Standard Class"
1566,"2017-04-05","Second Class"
1567,"2016-07-06","First Class"
1568,"2014-04-25","Standard Class"
1569,"2017-01-24","Second Class"
1570,"2017-03-20","Same Day"
1571,"2015-02-11","Second Class"
1572,"2015-10-09","Second Class"
1573,"2017-05-30","Second Class"
1574,"2015-12-05","Second Class"
1575,"2016-04-09","First Class"
1576,"2015-05-03","Standard Class"
1577,"2017-04-27","First Class"
1578,"2017-12-18","Standard Class"
1579,"2015-09-15","Same Day"
1580,"2014-08-12","Standard Class"
1581,"2017-04-03","First Class"
1582,"2015-12-14","Standard Class"
1583,"2016-03-25","Second Class"
1584,"2016-09-25","First Class"
1585,"2017-01-25","Standard Class"
1586,"2016-07-16","First Class"
1587,"2015-11-03","Standard Class"
1588,"2016-09-14","Second Class"
1589,"2017-12-16","Standard Class"
1590,"2016-01-29","Standard Class"
1591,"2014-05-11","Standard Class"
1592,"2017-11-15","Second Class"
1593,"2017-09-09","Second Class"
1594,"2017-09-18","Second Class"
1595,"2014-02-24","Standard Class"
1596,"2017-12-06","Second Class"
1597,"2015-05-08","Standard Class"
1598,"2016-06-16","Standard Class"
1599,"2017-05-05","Second Class"
1600,"2017-08-17","Standard Class"
1601,"2015-12-12","First Class"
1602,"2016-09-17","Standard Class"
1603,"2015-11-21","Second Class"
1604,"2015-10-07","First Class"
1605,"2016-08-08","Standard Class"
1606,"2014-10-30","Second Class"
1607,"2017-04-06","Standard Class"
1608,"2016-12-07","Second Class"
1609,"2017-12-03","First Class"
1610,"2017-08-22","First Class"
1611,"2015-06-16","Standard Class"
1612,"2016-09-02","Standard Class"
1613,"2017-08-25","Second Class"
1614,"2016-02-06","Standard Class"
1615,"2014-04-15","Same Day"
1616,"2015-10-23","Same Day"
1617,"2014-03-29","Second Class"
1618,"2015-09-08","First Class"
1619,"2014-04-17","Second Class"
1620,"2016-09-20","First Class"
1621,"2016-05-10","First Class"
1622,"2014-01-10","Standard Class"
1623,"2016-09-03","Second Class"
1624,"2016-04-05","Standard Class"
1625,"2014-08-09","Standard Class"
1626,"2016-08-02","Standard Class"
1627,"2014-10-18","Standard Class"
1628,"2014-05-24","Standard Class"
1629,"2017-11-02","Second Class"
1630,"2017-04-25","Second Class"
1631,"2017-11-22","Standard Class"
1632,"2015-05-22","Standard Class"
1633,"2017-12-03","Second Class"
1634,"2015-03-04","First Class"
1635,"2015-11-04","First Class"
1636,"2017-12-23","Second Class"
1637,"2017-09-28","Standard Class"
1638,"2014-09-23","Standard Class"
1639,"2014-12-17","First Class"
1640,"2016-04-13","Standard Class"
1641,"2017-09-15","Standard Class"
1642,"2017-07-10","Standard Class"
1643,"2017-06-27","Standard Class"
1644,"2017-09-21","Second Class"
1645,"2015-07-04","Standard Class"
1646,"2017-03-09","Standard Class"
1647,"2017-08-30","Second Class"
1648,"2016-04-29","Second Class"
1649,"2016-07-26","Second Class"
1650,"2016-05-29","Second Class"
1651,"2014-09-16","Second Class"
1652,"2014-09-13","Second Class"
1653,"2016-08-22","Standard Class"
1654,"2017-06-13","First Class"
1655,"2016-11-23","Standard Class"
1656,"2015-10-31","Same Day"
1657,"2017-03-16","Standard Class"
1658,"2016-11-29","First Class"
1659,"2016-11-17","Second Class"
1660,"2015-11-01","Standard Class"
1661,"2015-04-16","Standard Class"
1662,"2014-08-24","Standard Class"
1663,"2015-07-08","Standard Class"
1664,"2017-04-03","Standard Class"
1665,"2015-04-10","First Class"
1666,"2017-02-05","First Class"
1667,"2017-12-19","First Class"
1668,"2015-05-31","First Class"
1669,"2016-12-26","Standard Class"
1670,"2016-10-12","Standard Class"
1671,"2017-10-15","First Class"
1672,"2014-10-14","Standard Class"
1673,"2017-03-29","Second Class"
1674,"2017-01-08","Standard Class"
1675,"2015-12-10","Standard Class"
1676,"2015-06-24","Second Class"
1677,"2015-11-17","Second Class"
1678,"2017-06-11","Same Day"
1679,"2015-03-23","Standard Class"
1680,"2016-08-28","Standard Class"
